"DO NOT EDIT ANY CELL VALUES! - JUST ADD YOUR COMMENTS! (but if you edit, highlight the cell in yellow!)",,,,,,,,,,,,,,,,,,,,https://ieee-cas.org/award/outstanding-paper-awards/outstanding-young-author-award,
award_SA,record_count,award_name,award_link,individual,award_year,awardee_name,awardee_gender,gender_source,affiliation_institution,affiliation_country,affiliation_info_source,awardee_comment1,shared,awardee_profile_shown,awardee_photo_shown,awardee_comment2,awarded_paper_ref,awarded_paper_doi,checked,checker_name,checker_comment
Chemical Engineering,5,Case Studies in Chemical and Environmental Engineering Best Paper Award,https://www.sciencedirect.com/journal/case-studies-in-chemical-and-environmental-engineering/about/news,yes,2022,Athina Markou,F,name,Ntional and Kapodistrian University of Athens,Greece,article,corresponding author listed,no,no,no,,"Lampros Dimitrakopoulos, Aikaterini Kontou, Areti Strati, Aikaterini Galani, Marios Kostakis, Vasileios Kapes, Evrikleia Lianidou, Nikolaos Thomaidis, Athina Markou, Evaluation of viral concentration and extraction methods for SARS-CoV-2 recovery from wastewater using droplet digital and quantitative RT-PCR, Case Studies in Chemical and Environmental Engineering, Volume 6, 2022, 100224, ISSN 2666-0164,https://doi.org/10.1016/j.cscee.2022.100224.",10.1016/j.cscee.2022.100224,yes,Joshua Reilly (Wang),
Chemical Engineering,6,Case Studies in Chemical and Environmental Engineering Best Paper Award,https://www.sciencedirect.com/journal/case-studies-in-chemical-and-environmental-engineering/about/news,yes,2022,Kieran O’ Driscoll,M,name,Queens University Belfast,UK,article,corresponding author listed,yes,no,no,,"Róisín Coyle, Gary Hardiman, Kieran O’ Driscoll, Microplastics in the marine environment: A review of their sources, distribution processes, uptake and exchange in ecosystems, Case Studies in Chemical and Environmental Engineering, Volume 2, 2020, 100010, ISSN 2666-0164, https://doi.org/10.1016/j.cscee.2020.100010.",10.1016/j.cscee.2020.100010,yes,Joshua Reilly (Wang),
Chemical Engineering,7,Case Studies in Chemical and Environmental Engineering Best Paper Award,https://www.sciencedirect.com/journal/case-studies-in-chemical-and-environmental-engineering/about/news,yes,2022,Dinh-Toi Chu,M,photo,Vietnam National University,Vietnam,article,corresponding author listed,no,no,no,https://www.linkedin.com/in/dinh-toi-chu-9a06b489/?originalSubdomain=no,"Suong-Mai Vu Ngoc, Mai-Anh Nguyen, Thanh-Lam Nguyen, Hue Vu Thi, Thi Loi Dao, Thi Minh Phuong Bui, Van Thuan Hoang, Dinh-Toi Chu, COVID-19 and environmental health: A systematic analysis for the global burden of biomedical waste by this epidemic, Case Studies in Chemical and Environmental Engineering, Volume 6, 2022, 100245, ISSN 2666-0164,",10.1016/j.cscee.2022.100245,yes,Joshua Reilly (Wang),
Chemical Engineering,8,Case Studies in Chemical and Environmental Engineering Best Paper Award,https://www.sciencedirect.com/journal/case-studies-in-chemical-and-environmental-engineering/about/news,yes,2022,Xiaokai Zhang,M,photo,"Jiangnan University, Wuxi",China,article,corresponding author listed,no,no,no,https://scholar.google.com/citations?user=B3GmX0wAAAAJ&hl=en,"Xiaokai Zhang, Yi Zhu, Mona Wells, A case study comparing lead-response in different bioreporters: What constitutes a good biosensor?, Case Studies in Chemical and Environmental Engineering, Volume 5, 2022, 100192, ISSN 2666-0164, https://doi.org/10.1016/j.cscee.2022.100192.",10.1016/j.cscee.2022.100192,yes,Joshua Reilly (Wang),
Chemical Engineering,9,Case Studies in Chemical and Environmental Engineering Best Paper Award,https://www.sciencedirect.com/journal/case-studies-in-chemical-and-environmental-engineering/about/news,yes,2022,Noemi Colozza,F,photo,University of Rome “Tor Vergata”,Italy,article,corresponding author listed,yes,no,no,https://scholar.google.com/citations?hl=en&user=mkl7UTwAAAAJ,"Noemi Colozza, Veronica Caratelli, Danila Moscone, Fabiana Arduini, Paper-based devices as new smart analytical tools for sustainable detection of environmental pollutants, Case Studies in Chemical and Environmental Engineering, Volume 4, 2021, 100167, ISSN 2666-0164, https://doi.org/10.1016/j.cscee.2021.100167.",10.1016/j.cscee.2021.100167,yes,Joshua Reilly (Wang),
Chemical Engineering,10,Case Studies in Chemical and Environmental Engineering Best Paper Award,https://www.sciencedirect.com/journal/case-studies-in-chemical-and-environmental-engineering/about/news,yes,2022,Sarawut Sangkham,M,photo,"University of Phayao, Muang District, Phayao",Thailand,article,corresponding author listed,no,no,no,https://scholar.google.com/citations?hl=en&user=PH6xxVUAAAAJ,"Sarawut Sangkham, Face mask and medical waste disposal during the novel COVID-19 pandemic in Asia, Case Studies in Chemical and Environmental Engineering, Volume 2, 2020, 100052, ISSN 2666-0164, https://doi.org/10.1016/j.cscee.2020.100052.",10.1016/j.cscee.2020.100052,yes,Joshua Reilly (Wang),
Chemical Engineering,11,Case Studies in Chemical and Environmental Engineering Best Paper Award,https://www.sciencedirect.com/journal/case-studies-in-chemical-and-environmental-engineering/about/news,yes,2022,Fabiana Arduini,F,name,University of Rome “Tor Vergata”,Italy,article,"corresponding author listed, announced in 2022",yes,no,no,,"Noemi Colozza, Veronica Caratelli, Danila Moscone, Fabiana Arduini, Paper-based devices as new smart analytical tools for sustainable detection of environmental pollutants, Case Studies in Chemical and Environmental Engineering, Volume 4, 2021, 100167, ISSN 2666-0164, https://doi.org/10.1016/j.cscee.2021.100167.",10.1016/j.cscee.2021.100167,yes,Joshua Reilly (Wang),"correpsonding author, but Noemi (#9) announced as winner of best paper award for this paper. Is this an example of the corresponding authors receiving the award notification from the journal, but then nominating the ECR to receive the award rather than taking it for themselves?"
Chemical Engineering,12,Case Studies in Chemical and Environmental Engineering Best Paper Award,https://www.sciencedirect.com/journal/case-studies-in-chemical-and-environmental-engineering/about/news,yes,2022,Mona Wells,F,name,"Ronin Institute, Montclair, NJ",USA,article,"corresponding author listed, announced in 2022",yes,no,no,,"Xiaokai Zhang, Yi Zhu, Mona Wells, A case study comparing lead-response in different bioreporters: What constitutes a good biosensor?, Case Studies in Chemical and Environmental Engineering, Volume 5, 2022, 100192, ISSN 2666-0164, https://doi.org/10.1016/j.cscee.2022.100192.",10.1016/j.cscee.2022.100192,yes,Joshua Reilly (Wang),"correpsonding author, but Xiokai (#8) announced as winner of best paper award for this paper"
Chemical Engineering,1,Extreme Mechanics Letters Young Investigator Award,https://www.sciencedirect.com/journal/extreme-mechanics-letters/about/young-investigator-award,yes,2022,Ruobing Bai,M,pronouns,Northeastern University,USA,award page,,no,no,no,,"Zhengxuan Wei, Ruobing Bai, ""Temperature-Modulated Photomechanical Actuation of Photoactive Liquid Crystal Elastomers"". Extreme Mechanics Letters, 2022, 101614",10.1016/j.eml.2022.101614,yes,Joshua Reilly (Wang),
Chemical Engineering,2,Extreme Mechanics Letters Young Investigator Award,https://www.sciencedirect.com/journal/extreme-mechanics-letters/about/young-investigator-award,yes,2022,Emma Lejeune,F,pronouns,"Boston University, Boston",USA,award page,,no,no,no,,"Saeed Mohammadzadeh, Emma Lejeune. “Predicting mechanically driven full-field quantities of interest with deep learning-based metamodels”, Extreme Mechanics Letters, Volume 50, P. 101566 (2022).",10.1016/j.eml.2021.101566,yes,Joshua Reilly (Wang),
Chemical Engineering,3,Extreme Mechanics Letters Young Investigator Award,https://www.sciencedirect.com/journal/extreme-mechanics-letters/about/young-investigator-award,yes,2022,Diego Misseroni,M,pronouns,University of Trento,Italy,award page,,no,no,no,no article info,,,yes,Joshua Reilly (Wang),"according to his google scholar profile he published 2 papers in the journal during the assessed period, both of which he's corresponding author on (10.1016/j.eml.2021.101405 and 10.1016/j.eml.2022.101685)"
Chemical Engineering,4,Extreme Mechanics Letters Young Investigator Award,https://www.sciencedirect.com/journal/extreme-mechanics-letters/about/young-investigator-award,yes,2022,Xueju Wang,F,pronouns,University of Connecticut,USA,award page,,no,no,no,,"Yi Li, Samuel J. Avis, Junbo Chen Guangfu Wu, Teng Zhang, Halim Kusumaatmaja, Xueju Wang. “Reconfiguration of multistable 3D ferromagnetic mesostructures guided by energy landscape surveys”, Extreme Mechanics Letters, Volume 48, P. 101428 (2021).",10.1016/j.eml.2021.101428,yes,Joshua Reilly (Wang),
Chemical Engineering,5,Extreme Mechanics Letters Young Investigator Award,https://www.sciencedirect.com/journal/extreme-mechanics-letters/about/young-investigator-award,yes,2019,Yuhang Hu,F,pronouns,Georgia Institute of Technology,USA,award page,,no,no,no,,"Yang Lai, Dongjing He, Yuhang Hu. “Indentation adhesion of hydrogels over a wide range of length and time scales”, Extreme Mechanics Letters 31, (2019)",10.1016/j.eml.2019.100540,yes,Joshua Reilly (Wang),
Chemical Engineering,6,Extreme Mechanics Letters Young Investigator Award,https://www.sciencedirect.com/journal/extreme-mechanics-letters/about/young-investigator-award,yes,2019,Zheng Jia,M,pronouns,Zhejiang University,China,award page,,no,no,no,,"Jiamei Guo, Zheng Jia. “Nanoscale silicon-based actuators with extremely large actuation strain and extremely low driving voltage”, Extreme Mechanics Letters 31, (2019)",10.1016/j.eml.2019.100534,yes,Joshua Reilly (Wang),
Chemical Engineering,7,Extreme Mechanics Letters Young Investigator Award,https://www.sciencedirect.com/journal/extreme-mechanics-letters/about/young-investigator-award,yes,2018,Lihua Jin,F,pronouns,University of California at Los Angeles,USA,award page,,no,no,no,,"Yuzhen Chen, Lihua Jin. ‘Geometric role in designing pneumatically actuated pattern-transforming metamaterials’, Extreme Mechanics Letters Volume 23 (2018), pp. 55 – 65.",10.1016/j.eml.2018.08.001,yes,Joshua Reilly (Wang),
Chemical Engineering,8,Extreme Mechanics Letters Young Investigator Award,https://www.sciencedirect.com/journal/extreme-mechanics-letters/about/young-investigator-award,yes,2018,Xiaoyan Li,M,pronouns,"Tsinghua University, Beijing",China,award page,,no,no,no,,"Xuan Zhang, Huajian Gao, Xiaoyan Li. ‘Atomistic simulations of superplasticity and amorphization of nanocrystalline anatase TiO2’, Extreme Mechanics Letters Volume 22 (2018), pp. 131 – 137",10.1016/j.eml.2018.05.009,yes,Joshua Reilly (Wang),
Chemical Engineering,9,Extreme Mechanics Letters Young Investigator Award,https://www.sciencedirect.com/journal/extreme-mechanics-letters/about/young-investigator-award,yes,2017,Jie Yin,M,pronouns,Temple University,USA,award page,,no,no,no,,"Yichao Tang, Jie Yin. ‘Design of cut unit geometry in hierarchical kirigami-based auxetic metamaterials for high stretchability and compressibility’, Extreme Mechanics Letters Volume 12 (2017), pp. 77 – 85",10.1016/j.eml.2016.07.005,yes,Joshua Reilly (Wang),
Chemical Engineering,10,Extreme Mechanics Letters Young Investigator Award,https://www.sciencedirect.com/journal/extreme-mechanics-letters/about/young-investigator-award,yes,2016,Robert F. Shepherd,M,pronouns,Cornell University,USA,award page,,no,no,no,,"Sanlin S. Robinson, Kevin W. O’Brien, Huichan Zhao, Bryan N. Peele, Chris M. Larson, Benjamin C. Mac Murray, Ilse M. Van Meerbeek, Simon N. Dunham, Robert F. Shepherd. ‘Integrated soft sensors and elastomeric actuators for tactile machines with kinesthetic sense’, published in Extreme Mechanics Letters Volume 5 (2015), pp. 47 – 53. ",10.1016/j.eml.2015.09.005,yes,Joshua Reilly (Wang),"interesting how the 2017, 2016 and 2015 recipients are all announced within 3 days of eachother - very casual timeline"
Chemical Engineering,11,Extreme Mechanics Letters Young Investigator Award,https://www.sciencedirect.com/journal/extreme-mechanics-letters/about/young-investigator-award,yes,2016,Kejie Zhao,M,pronouns,Purdue University,USA,award page,,no,no,no,,"Rong Xu, Kejie Zhao. ‘Mechanical interactions regulated kinetics and morphology of composite electrodes in Li-ion batteries’,Extreme Mechanics Letters Volume 8 (2016), pp. 13 – 21.",10.1016/j.eml.2015.10.004,yes,Joshua Reilly (Wang),
Chemical Engineering,12,Extreme Mechanics Letters Young Investigator Award,https://www.sciencedirect.com/journal/extreme-mechanics-letters/about/young-investigator-award,yes,2015,Michael C. McAlpine,M,pronouns,Princeton University,USA,award page,,no,no,no,,"Huai-An Chin, Sheng Mao, Chiao-Ti Huang, Kwaku K. Ohemeng, Sigurd Wagner, Prashant K. Purohit, Michael C. McAlpine. ‘Pyro-paraelectricity’, Extreme Mechanics Letters Volume 2 (2015), pp. 20 – 27",10.1016/j.eml.2014.12.009,yes,Joshua Reilly (Wang),
Chemical Engineering,13,Extreme Mechanics Letters Young Investigator Award,https://www.sciencedirect.com/journal/extreme-mechanics-letters/about/young-investigator-award,yes,2015,Xuanhe Zhao,M,pronouns,Massachusetts Institute of Technology,USA,award page,,no,no,no,,"Teng Zhang, Shaoting Lin, Hyunwoo Yuk, Xuanhe Zhao. ‘Predicting fracture energies and crack-tip fields of soft tough materials’, Extreme Mechanics Letters Volume 4 (2015), pp. 1 – 8",10.1016/j.eml.2015.07.007,yes,Joshua Reilly (Wang),
Chemical Engineering,1,Jay Bailey Young Investigator Award in Metabolic Engineering,https://www.aiche.org/sbe/community/imes/awards/jay-bailey-young-investigator-award-metabolic-engineering,yes,2020,Benjamin Woolston,M,pronouns,Northeastern University,USA,award page,,no,yes,yes,no article info,,,yes,Joshua Reilly (Wang),"I know data is only collected up to 2022, but just for reference there's a 2023 winner: https://www.aiche.org/community/bio/pavel-dvorak"
Chemical Engineering,2,Jay Bailey Young Investigator Award in Metabolic Engineering,https://www.aiche.org/sbe/community/imes/awards/jay-bailey-young-investigator-award-metabolic-engineering,yes,2018,Adam Feist,M,pronouns,"University of California, San Diego",USA,award page,,no,yes,yes,no article info,,,yes,Joshua Reilly (Wang),
Chemical Engineering,3,Jay Bailey Young Investigator Award in Metabolic Engineering,https://www.aiche.org/sbe/community/imes/awards/jay-bailey-young-investigator-award-metabolic-engineering,yes,2016,Irina Borodina,F,name,Technical University of Denmark,Denmark,award page,,no,no,no,no article info,,,yes,Joshua Reilly (Wang),
Chemical Engineering,4,Jay Bailey Young Investigator Award in Metabolic Engineering,https://www.aiche.org/sbe/community/imes/awards/jay-bailey-young-investigator-award-metabolic-engineering,yes,2020,Hal Alper,M,pronouns,University of Texas at Austin,USA,award page,,no,yes,yes,no article info,,,yes,Joshua Reilly (Wang),
Chemical Engineering,1,Molecular Systems Design & Engineering Outstanding Early-Career Paper Award,https://blogs.rsc.org/me/2023/03/09/2022-msde-outstanding-early-career-award-winner-gregory-hudalla/,yes,2022,Gregory Hudalla,M,photo,"University of Florida, Gainesville, FL",USA,award page,,no,yes,yes,https://blogs.rsc.org/me/2023/03/09/2022-msde-outstanding-early-career-award-winner-gregory-hudalla/,"Shaheen A. Farhadi, Antonietta Restuccia, Anthony Sorrentino, Andrés Cruz-Sáncheza and Gregory A. Hudalla. Heterogeneous protein co-assemblies with tunable functional domain stoichiometry. Mol. Syst. Des. Eng., 2022,7, 44-57, DOI: 10.1039/D1ME00083G",10.1039/D1ME00083G,yes,Joshua Reilly (Wang),"used they/them pronouns on award website, however uses he/him pronouns on other websites (https://2021.biomaterials.org/program/speakers/greg-hudalla) so i agree wth M designation"
Chemical Engineering,2,Molecular Systems Design & Engineering Outstanding Early-Career Paper Award,https://blogs.rsc.org/me/2021/05/20/2020-msde-outstanding-early-career-paper-award-winner-heather-kulik/?doing_wp_cron=1686355999.6815850734710693359375,yes,2020,Heather Kulik,F,photo,Massachusetts Institute of Technology,USA,award page,,no,yes,yes,https://blogs.rsc.org/me/2021/05/20/2020-msde-outstanding-early-career-paper-award-winner-heather-kulik/?doing_wp_cron=1686355999.6815850734710693359375,"Stefan Gugler, Jon Paul Janet, Heather J. Kulik. Enumeration of de novo inorganic complexes for chemical discovery and machine learning. Molecular Systems Design & Engineering, 2020,5, 139-152. DOI:10.1039/c9me00069k",10.1039/C9ME00069K,yes,Joshua Reilly (Wang),
Chemical Engineering,3,Molecular Systems Design & Engineering Outstanding Early-Career Paper Award,https://blogs.rsc.org/me/2021/05/20/2020-msde-outstanding-early-career-paper-award-winner-heather-kulik/?doing_wp_cron=1686355999.6815850734710693359375,yes,2018,Andrew Ferguson,M,name,University of Chicago,USA,award page,,no,no,no,,"Long, Andrew & Ferguson, Andrew. (2017). Rational design of patchy colloids: Via landscape engineering. Mol. Syst. Des. Eng.. 3. 10.1039/C7ME00077D. ",10.1039/C7ME00077D,yes,Joshua Reilly (Wang),
Chemical Engineering,4,Molecular Systems Design & Engineering Outstanding Early-Career Paper Award,https://blogs.rsc.org/me/2021/05/20/2020-msde-outstanding-early-career-paper-award-winner-heather-kulik/?doing_wp_cron=1686355999.6815850734710693359375,yes,2019,Jodie Lutkenhaus,F,name,Texas A&M University,USA,award page,,no,no,no,,"Patel, Anish & Johnson, Luke & Arróyave, Raymundo & Lutkenhaus, Jodie. (2019). Design of Multifunctional Supercapacitor Electrodes using an Informatics Approach. Molecular Systems Design & Engineering. 4. 10.1039/C8ME00060C. ",10.1039/C8ME00060C,yes,Joshua Reilly (Wang),
